lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
Promedio,calfinm_a,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría los filtros COVID-19 establecidos para el ingreso a las instalaciones médicas?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,7.3
Promedio,calfinm_a,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría los filtros COVID-19 establecidos para el ingreso a las instalaciones médicas?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,7.6
Promedio,calfinm_a,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría los filtros COVID-19 establecidos para el ingreso a las instalaciones médicas?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,7.5
Promedio,calfinm_a,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría los filtros COVID-19 establecidos para el ingreso a las instalaciones médicas?",0,Regiones,Norte,7.6
Promedio,calfinm_a,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría los filtros COVID-19 establecidos para el ingreso a las instalaciones médicas?",0,Regiones,Centro,7.3
Promedio,calfinm_a,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría los filtros COVID-19 establecidos para el ingreso a las instalaciones médicas?",0,Regiones,Occidente,7.8
Promedio,calfinm_a,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría los filtros COVID-19 establecidos para el ingreso a las instalaciones médicas?",0,Regiones,Sureste,7.5
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Nivel,Primer nivel,7.7
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Nivel,Segundo nivel,6.9
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Nivel,Tercer nivel,7.3
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Edad,18-25,7.1
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Edad,26-34,7.1
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Edad,35-44,7.4
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Edad,45-54,7.6
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Edad,55-64,7.9
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Edad,65 y más,8.1
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Sexo,Mujer,7.6
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Sexo,Hombre,7.9
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,8.0
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,8.1
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,8.7
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,8.4
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,7.7
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,7.7
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,7.4
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,8.8
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,7.8
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,7.8
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,7.8
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,7.4
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,7.3
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,7.1
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,8.2
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,7.8
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,8.2
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,7.6
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,8.3
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,8.6
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,7.6
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,8.0
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,7.4
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,7.2
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,7.6
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,8.0
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,8.0
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,7.7
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,8.3
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,7.2
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,7.9
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,7.5
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,7.8
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,8.1
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,8.1
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Regiones,Norte,7.6
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Regiones,Centro,7.6
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Regiones,Occidente,8.1
Promedio,calfinm_b,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza de la unidad médica?",0,Regiones,Sureste,7.9
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Nivel,Primer nivel,7.2
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Nivel,Segundo nivel,6.4
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Nivel,Tercer nivel,6.7
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Edad,18-25,6.4
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Edad,26-34,6.5
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Edad,35-44,6.9
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Edad,45-54,7.1
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Edad,55-64,7.5
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Edad,65 y más,7.6
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Sexo,Mujer,7.1
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Sexo,Hombre,7.4
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,7.4
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,7.5
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,7.8
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,7.8
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,7.6
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,7.2
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,6.7
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,8.4
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,7.4
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,7.2
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,7.1
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,6.9
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,6.9
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,6.7
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,7.9
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,7.1
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,7.8
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,7.0
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,8.1
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,8.0
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,7.1
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,7.5
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,6.8
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,6.8
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,7.7
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,7.3
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,7.5
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,6.8
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,7.7
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,7.1
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,7.4
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,6.9
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,7.5
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,7.9
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,7.4
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Regiones,Norte,7.1
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Regiones,Centro,7.1
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Regiones,Occidente,7.5
Promedio,calfinm_c,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la ventilación de la sala de espera?",0,Regiones,Sureste,7.5
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Nivel,Primer nivel,7.7
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Nivel,Segundo nivel,6.7
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Nivel,Tercer nivel,6.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Edad,18-25,6.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Edad,26-34,6.9
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Edad,35-44,7.4
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Edad,45-54,7.7
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Edad,55-64,8.1
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Edad,65 y más,8.1
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Sexo,Mujer,7.6
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Sexo,Hombre,7.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,7.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,8.0
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,8.5
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,7.9
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,7.5
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,7.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,7.4
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,8.3
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,7.9
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,7.6
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,7.7
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,7.3
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,7.4
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,7.2
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,8.1
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,7.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,7.9
